CGPA,Branch,Role,Duration,Offer type,Gender,Company,Industry,Stpd,CTC,Details,No. of students placed,Additional Info
8.31,MCE,Analyst,6M + FTE,6M+FTE,M,PhonePe,E-commerce,40,16,"40K pm
16 lpa",4,Graduate Trainee Analyst
8.9,ME,Analyst,6M + FTE,6M+FTE,F,PhonePe,E-commerce,40,16,,,
No data,CE,Analyst,6M + FTE,6M+FTE,F,PhonePe,E-commerce,40,16,,,
9.17,CH,Analyst,6M + FTE,6M+FTE,M,PhonePe,E-commerce,40,16,,,
9.02,IT,SDE,6M + PPO,PPO,M,Tata 1mg,Software,30,16,"30K pm
16 lpa",2,
8.88,IT,SDE,6M + PPO,PPO,M,Tata 1mg,Software,30,16,,,
7.69,CO,SDE,FTE,Full-time,M,Nucleus Software,Consumer Electronics,,16,16 lpa,1,
8.25,CO,SDE,6M + FTE,6M+FTE,M,Nucleus Software,Consumer Electronics,35,15.6,,,
8.3,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,"50K pm

15.5 lpa",20,
8.93,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.82,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.44,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.05,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.24,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.68,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.19,CO,SDE,6M + PPO,PPO,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.3,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.46,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.46,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.65,CO,SDE,6M + PPO,PPO,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.68,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.48,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.24,CO,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.71,SE,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,,15.5,,,
8.99,SE,SDE,FTE,Full-time,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
9.46,MCE,SDE,6M + PPO,PPO,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.59,MCE,SDE,6M + PPO,PPO,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.74,ECE,SDE,6M + PPO,PPO,M,"Samsung Research India - Delhi

(SRID)",Consumer Electronics,50,15.5,,,
8.62,CO,SDE,6M + PPO,PPO,M,"Samsung Research India - Noida

(SRIN)",Event Management,45,15.5,"45K pm 

15.5 lpa",4,Software role
8.91,SE,SDE,6M + PPO,PPO,M,"Samsung Research India - Noida

(SRIN)",Event Management,45,15.5,,,
8.46,ECE,Core,6M + PPO,PPO,M,"Samsung Research India - Noida

(SRIN)",Event Management,45,15.5,,,Hardware role
8.47,ECE,Core,6M + PPO,PPO,M,"Samsung Research India - Noida

(SRIN)",Event Management,45,15.5,,,
7.21,CO,SDE,FTE,Full-time,M,Cvent,Financial Services,,15,15 lpa,5,
8.82,CO,SDE,FTE,Full-time,M,Cvent,Financial Services,,15,,,
8.83,CO,SDE,FTE,Full-time,M,Cvent,Financial Services,,15,,,
8.21,IT,SDE,FTE,Full-time,M,Cvent,Financial Services,,15,,,
8.52,IT,SDE,FTE,Full-time,M,Cvent,Financial Services,,15,,,
8,CO,SDE,FTE,Full-time,M,DSP Asset Managers,Technology,,15,15 lpa,1,
8.86,CO,SDE,FTE,Full-time,M,Sirion Labs,Logistics,,15,13.63 lpa base,2,
7.9,CO,SDE,FTE,Full-time,M,Sirion Labs,Logistics,,15,,,
8.57,CO,SDE,FTE,Full-time,M,Ecom Express,Consulting,,15,15 lpa,3,
8.93,CO,SDE,FTE,Full-time,M,Ecom Express,Consulting,,15,,,
8.78,CO,SDE,FTE,Full-time,M,Ecom Express,Consulting,,15,,,
7.96,MCE,SDE,6M + PPO,PPO,M,Ecom Express,Consulting,15,15,,,
8.17,CO,Analyst,FTE,Full-time,M,Thorogood,Financial Services,,14.81,14.81 lpa,4,
8.14,CO,Analyst,FTE,Full-time,M,Thorogood,Financial Services,,14.81,,,
8.26,MCE,Analyst,FTE,Full-time,M,Thorogood,Financial Services,,14.81,,,
8.57,ECE,Analyst,FTE,Full-time,M,Thorogood,Financial Services,,14.81,,,
9.17,IT,SDE,FTE,Full-time,M,Airtel Payments Bank,Technology,,14.75,14.75 lpa,2,
8,SE,SDE,FTE,Full-time,F,Airtel Payments Bank,Technology,,14.75,,,
8.36,CO,SDE,FTE,Full-time,M,InfoEdge,Telecommunications,,14.5,14.5 lpa,5,
8.65,CO,SDE,FTE,Full-time,M,InfoEdge,Telecommunications,,14.5,,,
9.02,IT,SDE,FTE,Full-time,M,InfoEdge,Telecommunications,,14.5,,,
8.79,SE,SDE,FTE,Full-time,M,InfoEdge,Telecommunications,,14.5,,,
7.37,ECE,SDE,FTE,Full-time,M,InfoEdge,Telecommunications,,14.5,,,
7.85,EP,Other,6M + FTE,6M+FTE,M,InfoEdge,Telecommunications,30,14.48,"30K pm
14.48 lpa",1,Technical Product Manager
8.2,CO,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,"37.5K pm

14.2 lpa
+
(6L perks & benefits)",8,C/C++ Developer
8.27,CO,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
8.75,CO,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
9.22,CO,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
7.24,IT,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
8.99,IT,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
8.57,ECE,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,
8.12,IT,SDE,6M + PPO,PPO,M,CIENA,Energy,37.5,14.2,,,Java Developer
7.23,MCE,Analyst,FTE,Full-time,M,Axxela,Consulting,,14.1,14.1 lpa,4,Trainee Analyst
8.71,MCE,Analyst,FTE,Full-time,M,Axxela,Consulting,,14.1,,,
8.01,BT,Analyst,FTE,Full-time,M,Axxela,Consulting,,14.1,,,
8.68,PE,Analyst,FTE,Full-time,M,Axxela,Consulting,,14.1,,,
8.43,CO,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,"40K pm
14 lpa
(9.9 base)",39,
8.01,CO,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.61,CO,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.18,CO,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
7.57,CO,Analyst,6M + PPO,PPO,F,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.57,SE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.54,MCE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
7.44,ECE,Analyst,6M + PPO,PPO,F,"Bain Capability Network
(BCN)",FMCG,40,14,,,
6.81,EE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.07,EE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
7.53,EE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
6.74,EE,Analyst,6M + PPO,PPO,F,"Bain Capability Network
(BCN)",FMCG,40,14,,,
6.19,EE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.79,EE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.21,EP,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
No data,EP,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.6,EP,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.64,EP,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.2,EP,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.83,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
No data,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.91,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.58,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.58,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
7.26,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.21,ME,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.08,CE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
No data,CE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
7.85,CE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.91,AE,Analyst,6M + FTE,6M+FTE,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.83,EN,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.62,EN,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
No data,EN,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.59,BT,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.05,PE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
6.93,PE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.14,PE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.29,PE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
9.26,PE,Analyst,6M + PPO,PPO,M,"Bain Capability Network
(BCN)",FMCG,40,14,,,
8.49,EE,Core,FTE,Full-time,F,ITC,Hospitality,,14,14 lpa,1,
8.69,SE,SDE,6M + PPO,PPO,M,Leena AI,Banking,35,14,"35K pm

14 lpa",4,
8.52,MCE,SDE,6M + PPO,PPO,M,Leena AI,Banking,35,14,,,
8.96,MCE,SDE,6M + PPO,PPO,M,Leena AI,Banking,35,14,,,
8.96,MCE,SDE,6M + PPO,PPO,M,Leena AI,Banking,35,14,,,
7.55,CO,SDE,FTE,Full-time,M,Leena AI,Banking,,14,14 lpa,3,Junior Analyst: Developer - Studio
7.98,MCE,SDE,FTE,Full-time,F,Leena AI,Banking,,14,,,
7.69,ECE,SDE,FTE,Full-time,M,Leena AI,Banking,,14,,,
7.84,IT,SDE,6M + FTE,6M+FTE,M,Restroworks,Insurance,,14,14 lpa,1,MEAN Stack Developer
7.32,CO,SDE,6M + FTE,6M+FTE,M,Advantage Club,Consulting,20,14,10 fixed + 4 ESOP vesting in 4 years,1,
8.38,CO,SDE,FTE,Full-time,M,Baazi Games,Technology,,14,"30K pm
14 lpa
(12 lpa + 2 retention bonus after 1 year)",2,
8.04,CO,SDE,FTE,Full-time,M,Baazi Games,Technology,,14,,,
8.4,CO,SDE,6M + PPO,PPO,M,Baazi Games,Technology,30,14,,1,
8.76,CO,SDE,6M + FTE,6M+FTE,M,Baazi Games,Technology,30,14,,1,
7.96,CO,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,"50K pm
(35K mentioned on Whatsapp 🤔)

10 lpa
14 lpa (post 1st year)",12,Associate Software Development Engineer (ASDE)
8.25,SE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
7.82,SE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
8.13,SE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
8.03,MCE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
8.6,MCE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
7.4,MCE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
7.29,MCE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
8.36,ECE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
7.43,ECE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
7.96,EE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
8.53,EE,SDE,6M + PPO,PPO,M,BharatPe,Consulting,50,14,,,
No data,CO,SDE,FTE,Full-time,M,Insurance Dekho,Hospitality,,13.75,13.75 lpa,3,
7.88,CO,SDE,FTE,Full-time,M,Insurance Dekho,Hospitality,,13.75,,,
7.7,CO,SDE,FTE,Full-time,M,Insurance Dekho,Hospitality,,13.75,,,
8.01,CO,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,"40K pm

13.66 lpa",8,Business Technology Solutions Associate
7.66,CO,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.89,IT,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.33,IT,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.59,IT,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
7.75,MCE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.03,ECE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.79,EP,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.4,CO,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,18,Decision Analytics Associate
8.5,EE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.63,EE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.22,ME,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
7.78,ME,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.26,ME,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
7.89,ME,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
7.9,ME,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.62,ME,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.53,ME,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
7.29,CE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.49,CE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
7.74,CE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.01,AE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.41,AE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.7,AE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.49,CH,Analyst,FTE,Full-time,F,ZS Associates,Insurance,,13.66,,,
7.93,PE,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.08,CO,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,3,DAA (Campus Beats Program)
7.52,ECE,Analyst,6M + FTE,6M+FTE,M,ZS Associates,Insurance,40,13.66,,,
8.48,ME,Analyst,FTE,Full-time,M,ZS Associates,Insurance,,13.66,,,
8.52,CO,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,10.54 + 3 lpa,6,"Customer Success Services
(Technical Analyst)"
9.72,EE,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,,,
7.46,EE,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,,,
8.62,EE,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,,,
8.28,EP,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,,,
8.62,IT,Analyst,FTE,Full-time,M,Oracle,Aviation,,13.54,,,
8.34,IT,SDE,FTE,Full-time,F,Natwest Group,Telecommunications,,13.5,13 lpa / 14 lpa,4,
9.24,SE,SDE,FTE,Full-time,M,Natwest Group,Telecommunications,,13.5,,,
8.3,SE,SDE,FTE,Full-time,F,Natwest Group,Telecommunications,,13.5,,,
9.37,MCE,SDE,FTE,Full-time,M,Natwest Group,Telecommunications,,13.5,,,
No data,ECE,Analyst,6M + PPO,PPO,M,Futures First,Market Research,40,13.38,"40K pm
13.38 lpa",4,Markets Analyst
No data,EE,Analyst,6M + PPO,PPO,M,Futures First,Market Research,40,13.38,,,
7.71,ME,Analyst,6M + PPO,PPO,M,Futures First,Market Research,40,13.38,,,
8.32,ME,Analyst,6M + PPO,PPO,M,Futures First,Market Research,40,13.38,,,
8.1,ME,Analyst,FTE,Full-time,M,Samagra,Consulting,,13,13 lpa,2,Associate
9.49,CH,Analyst,FTE,Full-time,M,Samagra,Consulting,,13,,,
8.74,SE,Other,FTE,Full-time,M,Samagra,Consulting,,13,,1,UI / UX
8.97,PE,Analyst,FTE,Full-time,M,GDi Partners,Hospitality,,13,10 lpa base,1,12 - 13 lpa CTC
6.84,CO,SDE,FTE,Full-time,M,IndiGo,Insurance,,13,11-13 lpa (10 base),3,Full Stack Developer
No data,SE,SDE,FTE,Full-time,F,IndiGo,Insurance,,13,,,
8.35,MCE,SDE,FTE,Full-time,F,IndiGo,Insurance,,13,,,
8.35,IT,Data Science,FTE,Full-time,M,IndiGo,Insurance,,13,12-13 lpa (10 base),1,Data Scientist
8.37,MCE,,FTE,Full-time,M,IndiGo,Insurance,,13,11-13 lpa (10 base),4,InterGlobe Aviation Limited (IAL)
6.36,MCE,,FTE,Full-time,M,IndiGo,Insurance,,13,,,
5.67,EE,,FTE,Full-time,M,IndiGo,Insurance,,13,,,
7.15,BT,,FTE,Full-time,M,IndiGo,Insurance,,13,,,
No data,IT,,FTE,Full-time,M,Telecommunications Consultants India Ltd. (TCIL),Online Services,,13,13 lpa,1,
9.31,PE,Analyst,6M + PPO,PPO,M,Viscadia,Digital Media,50,12.9,"50K pm 
11.4 lpa + 75K benefits",1,
8.23,CO,SDE,FTE,Full-time,M,DunnHumby,Telecommunications,,12.63,"12.61 lpa
(9.5 lpa base)",2,
8.14,SE,SDE,FTE,Full-time,M,DunnHumby,Telecommunications,,12.63,,,
6.98,EN,Other,6M + FTE,6M+FTE,M,"EY GDS
(CCaSS)",Software,21,12.6,"21K pm

12.6 lpa
(12 base)",6,"Global Delivery Services
(Climate Change and Sustainability Services)
Staff"
8.8,EN,Other,6M + FTE,6M+FTE,M,"EY GDS
(CCaSS)",Software,21,12.6,,,
8.07,EN,Other,6M + FTE,6M+FTE,M,"EY GDS
(CCaSS)",Software,21,12.6,,,
7.05,EN,Other,6M + FTE,6M+FTE,M,"EY GDS
(CCaSS)",Software,21,12.6,,,
7.54,EN,Other,6M + FTE,6M+FTE,M,"EY GDS
(CCaSS)",Software,21,12.6,,,
No data,EN,Other,6M + FTE,6M+FTE,F,"EY GDS
(CCaSS)",Software,21,12.6,,,
8.2,CO,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,"50K pm

12.5 lpa",6,Associate Software Development Engineer
8.51,SE,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,,,
8.94,SE,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,,,
8.6,SE,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,,,
8.34,SE,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,,,
9.21,SE,SDE,6M + FTE,6M+FTE,M,Oyo,Consulting,50,12.5,,,
8.69,CO,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,"40K pm
12 lpa",8,
8.62,CO,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
9.28,IT,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
9.01,SE,SDE,6M + PPO,PPO,F,PolicyBazaar,Renewable Energy,40,12,,,
8.83,MCE,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
8.61,ECE,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
9.14,ECE,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
8.51,AE,SDE,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,40,12,,,
8.14,CO,Analyst,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,38,12,10 lpa fixed + 2 retention bonus,3,Business Analyst
8.48,MCE,Analyst,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,38,12,,,
8.14,MCE,Analyst,6M + PPO,PPO,M,PolicyBazaar,Renewable Energy,38,12,,,
8.11,IT,SDE,6M + PPO,PPO,M,Infollion,Technology,30,12,"30K pm
12 lpa",2,
7.38,MCE,SDE,6M + PPO,PPO,M,Infollion,Technology,30,12,,,
7.68,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,"25K pm

12 lpa",36,
8.66,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.12,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.35,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.83,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.31,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.18,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.08,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.39,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.13,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
9.05,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.74,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.86,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.45,CO,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.16,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.05,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
9.04,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.81,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
No data,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.71,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.06,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.13,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.4,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.91,IT,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.44,SE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.32,SE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.88,SE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
9.07,SE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.34,MCE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
7.61,MCE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.82,MCE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.51,MCE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.41,ECE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.32,ECE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.3,ECE,SDE,6M + FTE,6M+FTE,M,PayTM,Real Estate,25,12,,,
8.6,CO,Other,6M + PPO,PPO,M,Nation With Namo,Technology,50,12,10.2 lpa fixed,1,
7.62,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,12 lpa ,18,
No data,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.06,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.41,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.51,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
9.09,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.47,CO,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.06,IT,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.48,IT,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.11,SE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.7,SE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.29,SE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.28,MCE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.56,MCE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.44,ECE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.78,ECE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
7.89,ECE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
6.54,ECE,SDE,FTE,Full-time,M,Amdocs,Consulting,,12,,,
8.81,EP,SDE,6M + PPO,PPO,M,SITG,Technology,25,12,"20-25 K pm
10-12 lpa",1,
8.1,CO,Analyst,FTE,Full-time,M,Avalon Consulting,Consulting,,12,10 (fixed) + 2 (variable),3,Associate Consultant
8.59,ME,Analyst,FTE,Full-time,M,Avalon Consulting,Consulting,,12,,,
8.46,EP,Analyst,FTE,Full-time,M,Avalon Consulting,Consulting,,12,,,
8.43,EE,Core,FTE,Full-time,M,Sunsure Energy,Management Consulting,,12,CTC : 12 lpa,5,
7.26,EE,Core,FTE,Full-time,M,Sunsure Energy,Management Consulting,,12,,,
